year,international,financial_aid,enroll,allowed_return,petition,on_campus,location_off_campus,semesters_off,semester_off_plans,enroll_percent_1,enroll_percent_2,on_campus_percent_1,opinion_eligibility,opinion_precautions,percent_infected_1,address_concerns_1,address_concerns_2,address_concerns_3,address_concerns_4,address_concerns_5,address_concerns_6,support_financial_ai,rating_overall_1,other_school,other_school_23_TEXT
2021,No,No,Extremely unlikely,,,,,Fall and Spring,Internship/Industry Work,50,30,40,Allows too few students back on campus,Just right,25,Very poorly ,Somewhat poorly ,Very poorly ,Very poorly ,Very poorly ,Very well,Agree with the policy,3,Yale,
2021,No,No,Extremely unlikely,,,,,"Fall, and maybe Spring depending on policy",Internship/Industry Work,60,69,51,Just right,Just right,31,Somewhat well,Somewhat well,Somewhat poorly ,Somewhat poorly ,Somewhat poorly ,Very well,Policy is not individualized enough,8,Don't know enough to say,
2021,No,No,Extremely unlikely,,,,,Fall and Spring,Other,41,20,10,Allows too few students back on campus,Too many precautionary measures taken,18,Somewhat well,Somewhat well,Very well,Somewhat poorly ,Very well,Somewhat well,Agree with the policy,2,Don't know enough to say,
Other,No,No,Somewhat likely,Extremely unlikely,No,,Family Home,,Other,69,40,22,Don't know enough to say,Don't know enough to say,29,Somewhat poorly ,Very poorly ,Somewhat poorly ,Very poorly ,Somewhat poorly ,Somewhat poorly ,Not enough money provided to off-campus students,4,Don't know enough to say,
2021,No,No,Extremely likely,Somewhat likely,No,Extremely unlikely,Family Home,,,75,50,40,Don't know enough to say,Just right,35,Somewhat poorly ,Somewhat poorly ,Somewhat poorly ,Somewhat poorly ,Somewhat poorly ,Somewhat well,Not enough money provided to off-campus students,4,Other (please specify),Brown
2022,No,No,Extremely unlikely,,,,,"Fall, and maybe Spring depending on policy",Internship/Industry Work,65,50,62,Don't know enough to say,Don't know enough to say,44,Somewhat well,Somewhat well,Very poorly ,Very poorly ,Somewhat poorly ,Somewhat well,Not enough money provided to off-campus students,7,Don't know enough to say,
2022,No,Yes,Extremely likely,Somewhat unlikely,No,,Family Home,,,65,50,40,"Number is just right, but it should be a different cohort in the Fall",Just right,,Very poorly ,Somewhat poorly ,Very poorly ,Somewhat poorly ,Somewhat poorly ,Somewhat well,"Policy is not individualized enough,Agree with the policy",6,Don't know enough to say,
2024,No,Yes,Extremely likely,,,Extremely likely,,,,96,88,98,Don't know enough to say,Just right,7,Somewhat well,Somewhat poorly ,Very well,Somewhat well,Very well,Very well,Agree with the policy,9,Don't know enough to say,
2024,No,No,Extremely likely,,,Extremely likely,,,,90,80,40,Don't know enough to say,Too many precautionary measures taken,30,Somewhat well,Somewhat poorly ,Very poorly ,Very poorly ,Very poorly ,Somewhat well,Policy is not individualized enough,6,Yale,
2024,No,Yes,Extremely likely,,,Extremely likely,,,,80,80,35,Just right,Just right,50,Somewhat well,Somewhat well,Very well,Somewhat well,Somewhat well,Very well,Agree with the policy,8,Don't know enough to say,
2023,No,Yes,Extremely likely,Extremely unlikely,No,,Family Home,,,75,75,23,Allows too few students back on campus,Just right,5,Somewhat well,Somewhat well,Somewhat poorly ,Somewhat poorly ,Somewhat poorly ,Somewhat well,Not enough money provided to off-campus students,5,Northeastern,
2022,No,No,Extremely likely,Extremely unlikely,Yes,,Family Home,,,60,35,60,Allows too few students back on campus,Just right,4,Very poorly ,Very poorly ,Very poorly ,Very poorly ,Very poorly ,Somewhat well,"Not enough money provided to off-campus students,Policy is not individualized enough",1,Princeton,
2022,No,No,Extremely unlikely,,,,,"Fall, and maybe Spring depending on policy",Internship/Industry Work,68,49,51,Don't know enough to say,Just right,3,Very poorly ,Very poorly ,Very poorly ,Very poorly ,Very poorly ,Somewhat well,Agree with the policy,6,Don't know enough to say,
2024,No,No,Extremely likely,,,Extremely likely,,,,87,80,36,Allows too few students back on campus,Don't know enough to say,20,Very well,Very well,Very well,Somewhat well,Somewhat well,Very well,Agree with the policy,7,Yale,
2024,No,No,Extremely likely,,,Extremely likely,,,,90,85,40,Allows too few students back on campus,Just right,10,Somewhat well,Somewhat poorly ,Very poorly ,Very poorly ,Very poorly ,Somewhat well,Policy is not individualized enough,6,Don't know enough to say,
2024,No,Yes,Extremely likely,,,Extremely likely,,,,80,75,70,Allows too few students back on campus,Too many precautionary measures taken,10,Somewhat well,Somewhat well,Somewhat well,Somewhat poorly ,Somewhat poorly ,Somewhat poorly ,Policy is not individualized enough,7,Cornell,
2023,No,No,Somewhat likely,Extremely unlikely,No,,Living with Harvard friends,"Fall, and maybe Spring depending on policy",Travel,66,65,37,Allows too few students back on campus,Too many precautionary measures taken,15,Very poorly ,Very poorly ,Very poorly ,Very poorly ,Very poorly ,Somewhat poorly ,"Not enough money provided to off-campus students,Policy is not individualized enough",2,Yale,
2022,No,No,Extremely likely,Extremely unlikely,Yes,,Family Home,,,60,46,8,Allows too few students back on campus,Just right,10,Somewhat well,Very poorly ,Somewhat well,Very poorly ,Very poorly ,Very poorly ,Not enough money provided to off-campus students,2,Yale,
2024,No,Prefer not to say,Extremely likely,,,Extremely likely,,,,70,80,40,Allows too few students back on campus,Don't know enough to say,20,Somewhat well,Very well,Somewhat well,Somewhat poorly ,Somewhat well,Somewhat well,Agree with the policy,7,Cornell,
2022,No,No,Extremely likely,Somewhat unlikely,No,,Living with Harvard friends,,,72,52,62,Just right,Don't know enough to say,5,Somewhat poorly ,Somewhat poorly ,Somewhat poorly ,Very poorly ,Somewhat poorly ,Somewhat well,Policy is not individualized enough,5,Don't know enough to say,
2024,No,No,Extremely likely,,,Somewhat likely,,,,66,88,74,"Number is just right, but it should be a different cohort in the Fall",Just right,29,Somewhat well,Somewhat well,Somewhat poorly ,Very poorly ,Somewhat well,Somewhat well,Policy is not individualized enough,9,Don't know enough to say,
2022,No,No,Extremely likely,Extremely unlikely,No,,Living with Harvard friends,,,60,55,40,"Number is just right, but it should be a different cohort in the Fall",Just right,40,Very poorly ,Somewhat well,Somewhat poorly ,Somewhat poorly ,Somewhat poorly ,Somewhat well,Policy is not individualized enough,8,MIT,
2024,No,No,Somewhat likely,,,Somewhat likely,,Fall only,Internship/Industry Work,55,70,50,Just right,Just right,5,Somewhat well,Very well,Very well,Very well,Very well,Very well,Not enough money provided to off-campus students,8,Don't know enough to say,
2021,No,No,Extremely unlikely,,,,,Fall and Spring,Internship/Industry Work,75,65,51,Allows too many students back on campus,Just right,20,Somewhat well,Somewhat poorly ,Somewhat poorly ,Somewhat poorly ,Somewhat well,Very well,Agree with the policy,10,Don't know enough to say,
2023,No,Prefer not to say,Extremely likely,Extremely unlikely,No,,Family Home,,,60,71,20,Don't know enough to say,Just right,30,Very poorly ,Very poorly ,Very poorly ,Very poorly ,Very poorly ,Somewhat well,"Not enough money provided to off-campus students,Policy is not individualized enough",6,Yale,
2021,No,Yes,Extremely likely,Somewhat likely,No,Extremely unlikely,Family Home,,,75,65,40,"Number is just right, but it should be a different cohort in the Fall",Just right,25,Somewhat poorly ,Very poorly ,Very poorly ,Very poorly ,Very poorly ,Somewhat poorly ,Not enough money provided to off-campus students,5,Don't know enough to say,
2024,No,Yes,Somewhat likely,,,Somewhat unlikely,,"Fall, and maybe Spring depending on policy",Other,60,60,50,Allows too few students back on campus,Too many precautionary measures taken,20,Very poorly ,Very poorly ,Very poorly ,Somewhat well,Very poorly ,Very poorly ,Not enough money provided to off-campus students,1,Cornell,
2024,No,No,Extremely likely,,,Extremely likely,,,,60,90,95,Just right,Too many precautionary measures taken,9,Somewhat well,Somewhat well,,Somewhat poorly ,Somewhat poorly ,Somewhat well,Agree with the policy,8,Don't know enough to say,
2022,No,Yes,Somewhat unlikely,Extremely likely,No,Somewhat likely,,"Fall, and maybe Spring depending on policy",Internship/Industry Work,60,30,12,Allows too few students back on campus,Just right,62,Somewhat poorly ,Somewhat poorly ,Very poorly ,Very poorly ,Very poorly ,Somewhat poorly ,"Not enough money provided to off-campus students,Policy is not individualized enough",2,Other (please specify),Brown
2024,No,No,Somewhat likely,,,Somewhat likely,,Fall and Spring,Internship/Industry Work,70,65,30,Allows too few students back on campus,Just right,30,Somewhat poorly ,Somewhat poorly ,Very poorly ,Very poorly ,Very poorly ,Somewhat well,Policy is not individualized enough,5,Don't know enough to say,
2022,No,Yes,Extremely likely,Extremely unlikely,No,,Family Home,,,75,70,45,Don't know enough to say,Just right,30,Somewhat poorly ,Somewhat poorly ,Somewhat poorly ,Somewhat poorly ,Somewhat poorly ,Somewhat well,Agree with the policy,7,Don't know enough to say,
2021,No,No,Extremely unlikely,,,,,"Fall, and maybe Spring depending on policy",Research,69,55,38,Just right,Just right,20,Somewhat well,Somewhat well,Somewhat well,Somewhat poorly ,Very poorly ,Somewhat well,Agree with the policy,6,Don't know enough to say,
2024,No,Yes,Extremely likely,,,Somewhat likely,,,,95,90,50,Just right,Just right,5,Somewhat well,Somewhat well,Very poorly ,Very poorly ,Very poorly ,Somewhat well,Agree with the policy,9,Don't know enough to say,
2022,No,No,Extremely unlikely,,,,,"Fall, and maybe Spring depending on policy",Internship/Industry Work,64,56,4,"Number is just right, but it should be a different cohort in the Fall",Don't know enough to say,0,Very poorly ,Very poorly ,Somewhat poorly ,Very poorly ,Somewhat well,Very poorly ,"Not enough money provided to off-campus students,Policy is not individualized enough",4,MIT,
2022,No,Yes,Somewhat likely,Somewhat unlikely,No,,Family Home,Fall only,Volunteering,65,50,30,Allows too few students back on campus,Don't know enough to say,33,Very poorly ,Very poorly ,Very poorly ,Very poorly ,Very poorly ,Somewhat poorly ,Not enough money provided to off-campus students,2,Princeton,
2022,No,No,Extremely likely,Extremely unlikely,No,,Other,,,75,80,50,Just right,Just right,5,Somewhat well,Somewhat poorly ,Somewhat poorly ,Somewhat poorly ,Very poorly ,Somewhat poorly ,Policy is not individualized enough,8,Don't know enough to say,
2024,No,No,Extremely likely,,,Somewhat likely,,,,85,70,30,Just right,Just right,15,Somewhat well,Very well,Somewhat well,Somewhat well,Somewhat poorly ,Very well,"Not enough money provided to off-campus students,Policy is not individualized enough",6,Princeton,
2021,No,No,Extremely likely,Somewhat likely,No,,Family Home,,,70,80,40,Don't know enough to say,Just right,10,Very poorly ,Very poorly ,Somewhat poorly ,Very poorly ,Very poorly ,Somewhat well,Not enough money provided to off-campus students,4,Don't know enough to say,
2021,No,No,Extremely likely,Somewhat likely,Yes,Somewhat likely,Family Home,,,70,82,40,Don't know enough to say,Don't know enough to say,30,Somewhat well,Somewhat well,Somewhat poorly ,Somewhat poorly ,Very poorly ,Very poorly ,Not enough money provided to off-campus students,6,Don't know enough to say,
2021,Yes,No,Extremely likely,Somewhat unlikely,No,,Personal Apartment/Home (not with Harvard friends),,,64,59,39,"Number is just right, but it should be a different cohort in the Fall",Don't know enough to say,1,Very poorly ,Very poorly ,Somewhat poorly ,Very poorly ,Very poorly ,Very poorly ,Policy is not individualized enough,4,Yale,
2021,No,No,Extremely likely,Somewhat likely,No,Extremely unlikely,Family Home,,,70,85,30,Just right,Don't know enough to say,5,Somewhat poorly ,Very poorly ,Very poorly ,Very poorly ,Somewhat poorly ,Somewhat poorly ,Agree with the policy,8,Princeton,
2024,Yes,No,Extremely likely,,,Extremely likely,,,,70,91,39,Just right,Just right,10,Somewhat well,Somewhat poorly ,Somewhat poorly ,Somewhat well,Somewhat poorly ,Somewhat well,Policy is not individualized enough,6,Don't know enough to say,
2024,No,Yes,Extremely likely,,,Extremely likely,,,,65,82,93,Allows too few students back on campus,Too many precautionary measures taken,5,Very poorly ,Somewhat poorly ,Very poorly ,Very poorly ,Very poorly ,Somewhat well,Not enough money provided to off-campus students,3,Other (please specify),Rice University
2024,No,Yes,Somewhat likely,,,Extremely likely,,"Fall, and maybe Spring depending on policy",Internship/Industry Work,61,62,61,Don't know enough to say,Don't know enough to say,9,Somewhat well,Somewhat poorly ,Somewhat poorly ,Somewhat poorly ,Somewhat poorly ,Somewhat poorly ,Policy is not individualized enough,6,Don't know enough to say,
2024,No,Yes,Extremely likely,,,Somewhat likely,,,,30,50,10,Allows too few students back on campus,Just right,18,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Somewhat poorly ,Somewhat well,Agree with the policy,8,Don't know enough to say,
2022,No,Yes,Extremely unlikely,,,,,Fall and Spring,Internship/Industry Work,70,60,40,Allows too few students back on campus,Just right,30,Somewhat well,Somewhat poorly ,Somewhat poorly ,Very poorly ,Very poorly ,Very well,Policy is not individualized enough,5,Princeton,
2024,Yes,Yes,Somewhat likely,,,Somewhat likely,,"Fall, and maybe Spring depending on policy",Internship/Industry Work,30,50,60,Just right,Just right,20,Somewhat well,Somewhat well,Somewhat poorly ,Somewhat poorly ,Very poorly ,Somewhat poorly ,"Not enough money provided to off-campus students,Policy is not individualized enough",5,Don't know enough to say,
2023,No,No,Somewhat likely,Extremely unlikely,No,,Family Home,,,70,60,50,Allows too few students back on campus,Don't know enough to say,10,Very poorly ,Very poorly ,Very poorly ,Very poorly ,Very poorly ,Somewhat poorly ,Not enough money provided to off-campus students,1,Yale,
2024,Yes,Yes,Somewhat likely,,,Extremely likely,,"Fall, and maybe Spring depending on policy",Travel,90,79,45,Just right,Don't know enough to say,2,Somewhat poorly ,Very poorly ,Somewhat poorly ,Somewhat poorly ,Very poorly ,Somewhat well,Agree with the policy,8,Don't know enough to say,
2023,No,No,Somewhat unlikely,Extremely unlikely,No,,Living with Harvard friends,Fall and Spring,Travel,65,70,40,Allows too few students back on campus,Too many precautionary measures taken,50,Very poorly ,Somewhat poorly ,Very poorly ,Very poorly ,Very poorly ,Somewhat well,Agree with the policy,2,Don't know enough to say,
2021,No,No,Extremely unlikely,,,,,Fall only,Other,70,80,38,Allows too many students back on campus,Don't know enough to say,25,Somewhat poorly ,Very poorly ,Very poorly ,Very poorly ,Very poorly ,Very poorly ,Policy is not individualized enough,3,Don't know enough to say,
2021,No,Prefer not to say,Somewhat likely,Extremely unlikely,No,,Personal Apartment/Home (not with Harvard friends),"Fall, and maybe Spring depending on policy",Internship/Industry Work,80,88,45,Allows too many students back on campus,Too few precautionary measures taken,5,Somewhat poorly ,Very poorly ,Very poorly ,Very poorly ,Somewhat poorly ,Very poorly ,Policy is not individualized enough,6,Don't know enough to say,
